
v_akpub_adm_group: ['nId', 'wstrName', 'nParentId', 'nVServer']
(0, '受管理设备', 2, None)
(1, '未分配的设备', None, None)
(4, 'WORKGROUP', 1, None)
(5, 'CCYY', 1, None)
(6, 'MSHOME', 1, None)
(7, '网络反攻击阻断组', 0, None)
(8, '住院部203网段', 0, None)
(9, '住院部202网段', 0, None)
(10, '住院部201网段', 0, None)
(11, '后勤204网段', 0, None)
(12, '检验科', 0, None)
(13, '物理服务器', 0, None)
(14, '206网段', 0, None)
(15, 'ts', 0, None)

v_akpub_host: ['nId', 'strName', 'wstrDisplayName', 'bIsSlaveServer', 'bHasUpadateAgent', 'wstrDnsName', 'wstrDnsDomain', 'wstrWinName', 'wstrWinDomain', 'tmLastVisible', 'tmLastInfoUpdate', 'tmLastUpdate', 'tmLastNagentConnected', 'tmLastFullScan', 'nGroup', 'nStatus', 'nVersionMajor', 'nVersionMinor', 'nComputerType', 'nPlatformType', 'nIp', 'nConnectionIp', 'bKeepConnection', 'nVirusCount', 'nUncured', 'nLastRtpState', 'nLastRtpErrorCode', 'wstrComment', 'nVServer', 'nSpMajor', 'nSpMinor', 'nProcType', 'binUserOwner', 'bCustomUserOwner', 'qwNagentBuild', 'bWuaSwitched', 'tmSystemLastStarted', 'bRebootRequired', 'nRebootRequestReason', 'tmRebootRequestTime', 'nEncryptionStatus', 'tmLastUaSearch', 'nVisibilityTimeout', 'bVmVdi', 'nVmType', 'nPkgMgrType']
(1, 'e8c425d0-3939-46ba-aee5-15fb67b99302', 'PC1', False, False, 'pc1', '', 'PC1', 'WORKGROUP', datetime.datetime(2019, 12, 26, 6, 34, 22), datetime.datetime(2019, 12, 26, 6, 34, 22), datetime.datetime(2019, 12, 26, 4, 50, 10), datetime.datetime(2019, 12, 26, 6, 34, 22), datetime.datetime(2019, 12, 20, 11, 0, 54), 0, 29, 6, 1, 69639, 2, 2130706433, 2130706433, True, 1, 0, 4, -1, None, 0, 1, 0, 2, None, False, 2814766969454592, False, datetime.datetime(2019, 12, 26, 6, 18, 23), False, 0, None, None, datetime.datetime(2019, 12, 26, 0, 0), 1440, False, 3, 0)
(2, '0d0cfdee-9ad7-4a6d-8956-2b717d9248f0', '0d0cfdee-9ad7-4a6d-8956-2b717d9248f0', True, False, '192.0.0.44', '', '192.0.0.44', '', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 3, 0, None, None, None, None, None, 0, False, 0, 0, 0, 0, None, 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(117587, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', '任务开始', datetime.datetime(2019, 12, 20, 1, 43, 18), datetime.datetime(2019, 12, 20, 1, 43, 21, 637000), 1, None, None, None, None, None, None, None, None, None, 1, 0)
(117588, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-19.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 1, 43, 18), datetime.datetime(2019, 12, 20, 1, 43, 21, 650000), 1, 'http://dnl-19.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117589, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-01.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 1, 43, 18), datetime.datetime(2019, 12, 20, 1, 43, 21, 667000), 1, 'http://dnl-01.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117590, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-07.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 1, 43, 22), datetime.datetime(2019, 12, 20, 1, 43, 26, 800000), 1, 'http://dnl-07.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117591, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-09.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 1, 43, 33), datetime.datetime(2019, 12, 20, 1, 43, 36, 987000), 1, 'http://dnl-09.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117592, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-00.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 1, 47, 9), datetime.datetime(2019, 12, 20, 1, 47, 13, 577000), 1, 'http://dnl-00.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117593, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', '更新任务完成。 应用程序数据状态为最新', datetime.datetime(2019, 12, 20, 1, 47, 16), datetime.datetime(2019, 12, 20, 1, 47, 18, 710000), 4, None, 'task result', None, None, None, None, None, None, None, 1, 0)
(117594, 3, '安装更新', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', 'KES', '10.3.0.0', '10.3.3.275', '000000d4', '000000d4', '事件类型:     无法执行任务\r\n结果:     无法开始任务\r\n对象:     更新\r\n对象\\名称:     更新\r\n原因:     授权许可不支持组件\r\n用户:     KASPERSKY\\Administrator (活动用户)\r\n发布日期:     未知\r\n', datetime.datetime(2019, 12, 20, 1, 47, 55), datetime.datetime(2019, 12, 20, 1, 47, 55, 697000), None, None, None, None, None, None, None, None, None, None, 1, 0)
(117598, 3, '安装更新', 0, '受管理设备', 'cd74fa75-18b6-40be-9559-825400199bb3', 'KES', '10.3.0.0', '10.3.3.275', '000000d4', '000000d4', '事件类型:     无法执行任务\r\n结果:     无法开始任务\r\n对象:     更新\r\n对象\\名称:     更新\r\n原因:     授权许可不支持组件\r\n用户:     NT AUTHORITY\\SYSTEM (系统用户)\r\n发布日期:     未知\r\n', datetime.datetime(2019, 12, 20, 2, 9, 56), datetime.datetime(2019, 12, 20, 1, 56, 17, 237000), None, None, None, None, None, None, None, None, None, None, 3, 0)
(117600, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', '任务开始', datetime.datetime(2019, 12, 20, 2, 43, 18), datetime.datetime(2019, 12, 20, 2, 43, 21, 593000), 1, None, None, None, None, None, None, None, None, None, 1, 0)
(117601, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-18.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 2, 43, 18), datetime.datetime(2019, 12, 20, 2, 43, 21, 593000), 1, 'http://dnl-18.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117602, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-00.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 2, 43, 18), datetime.datetime(2019, 12, 20, 2, 43, 21, 607000), 1, 'http://dnl-00.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117603, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-06.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 2, 43, 22), datetime.datetime(2019, 12, 20, 2, 43, 26, 803000), 1, 'http://dnl-06.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117604, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-08.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 2, 43, 33), datetime.datetime(2019, 12, 20, 2, 43, 37, 97000), 1, 'http://dnl-08.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117605, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-07.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 2, 47, 25), datetime.datetime(2019, 12, 20, 2, 47, 29, 197000), 1, 'http://dnl-07.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117606, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', '更新任务完成。 成功完成操作', datetime.datetime(2019, 12, 20, 2, 47, 31), datetime.datetime(2019, 12, 20, 2, 47, 33, 313000), 4, None, 'task result', None, None, None, None, None, None, None, 1, 0)
(117607, 1, None, 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLSRV_UPD_BASES_UPDATED', 'KLSRV_UPD_BASES_UPDATED', '数据库已更新。更新 ID (timestamp 2019-12-20T02:36:00)', datetime.datetime(2019, 12, 20, 2, 47, 33), datetime.datetime(2019, 12, 20, 2, 47, 38, 477000), None, '2019-12-20T02:36:00', None, None, None, None, None, None, None, None, 1, 0)
(117613, 3, '安装更新', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', 'KES', '10.3.0.0', '10.3.3.275', '000000d4', '000000d4', '事件类型:     无法执行任务\r\n结果:     无法开始任务\r\n对象:     更新\r\n对象\\名称:     更新\r\n原因:     授权许可不支持组件\r\n用户:     KASPERSKY\\Administrator (活动用户)\r\n发布日期:     未知\r\n', datetime.datetime(2019, 12, 20, 2, 48, 8), datetime.datetime(2019, 12, 20, 2, 48, 11, 427000), None, None, None, None, None, None, None, None, None, None, 1, 0)
(117616, 3, '安装更新', 0, '受管理设备', 'cd74fa75-18b6-40be-9559-825400199bb3', 'KES', '10.3.0.0', '10.3.3.275', '000000d4', '000000d4', '事件类型:     无法执行任务\r\n结果:     无法开始任务\r\n对象:     更新\r\n对象\\名称:     更新\r\n原因:     授权许可不支持组件\r\n用户:     NT AUTHORITY\\SYSTEM (系统用户)\r\n发布日期:     未知\r\n', datetime.datetime(2019, 12, 20, 3, 9, 57), datetime.datetime(2019, 12, 20, 2, 56, 17, 380000), None, None, None, None, None, None, None, None, None, None, 3, 0)
(117618, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', '任务开始', datetime.datetime(2019, 12, 20, 3, 43, 18), datetime.datetime(2019, 12, 20, 3, 43, 21, 453000), 1, None, None, None, None, None, None, None, None, None, 1, 0)
(117619, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-17.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 3, 43, 18), datetime.datetime(2019, 12, 20, 3, 43, 21, 470000), 1, 'http://dnl-17.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117620, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-19.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 3, 43, 18), datetime.datetime(2019, 12, 20, 3, 43, 21, 470000), 1, 'http://dnl-19.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117621, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-06.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 3, 43, 22), datetime.datetime(2019, 12, 20, 3, 43, 26, 603000), 1, 'http://dnl-06.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117622, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-07.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 3, 43, 33), datetime.datetime(2019, 12, 20, 3, 43, 37, 23000), 1, 'http://dnl-07.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117623, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-19.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 3, 47, 11), datetime.datetime(2019, 12, 20, 3, 47, 13, 583000), 1, 'http://dnl-19.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117624, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', '更新任务完成。 成功完成操作', datetime.datetime(2019, 12, 20, 3, 47, 16), datetime.datetime(2019, 12, 20, 3, 47, 17, 763000), 4, None, 'task result', None, None, None, None, None, None, None, 1, 0)
(117625, 1, None, 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLSRV_UPD_BASES_UPDATED', 'KLSRV_UPD_BASES_UPDATED', '数据库已更新。更新 ID (timestamp 2019-12-20T03:29:00)', datetime.datetime(2019, 12, 20, 3, 47, 18), datetime.datetime(2019, 12, 20, 3, 47, 22, 943000), None, '2019-12-20T03:29:00', None, None, None, None, None, None, None, None, 1, 0)
(117631, 3, '安装更新', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', 'KES', '10.3.0.0', '10.3.3.275', '000000d4', '000000d4', '事件类型:     无法执行任务\r\n结果:     无法开始任务\r\n对象:     更新\r\n对象\\名称:     更新\r\n原因:     授权许可不支持组件\r\n用户:     KASPERSKY\\Administrator (活动用户)\r\n发布日期:     未知\r\n', datetime.datetime(2019, 12, 20, 3, 47, 48), datetime.datetime(2019, 12, 20, 3, 47, 50, 883000), None, None, None, None, None, None, None, None, None, None, 1, 0)
(117634, 3, '安装更新', 0, '受管理设备', 'cd74fa75-18b6-40be-9559-825400199bb3', 'KES', '10.3.0.0', '10.3.3.275', '000000d4', '000000d4', '事件类型:     无法执行任务\r\n结果:     无法开始任务\r\n对象:     更新\r\n对象\\名称:     更新\r\n原因:     授权许可不支持组件\r\n用户:     NT AUTHORITY\\SYSTEM (系统用户)\r\n发布日期:     未知\r\n', datetime.datetime(2019, 12, 20, 4, 9, 57), datetime.datetime(2019, 12, 20, 3, 56, 17, 417000), None, None, None, None, None, None, None, None, None, None, 3, 0)
(117636, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', '任务开始', datetime.datetime(2019, 12, 20, 4, 43, 18), datetime.datetime(2019, 12, 20, 4, 43, 20, 770000), 1, None, None, None, None, None, None, None, None, None, 1, 0)
(117637, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-16.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 4, 43, 18), datetime.datetime(2019, 12, 20, 4, 43, 20, 770000), 1, 'http://dnl-16.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117638, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-18.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 4, 43, 18), datetime.datetime(2019, 12, 20, 4, 43, 20, 787000), 1, 'http://dnl-18.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117639, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-03.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 4, 43, 22), datetime.datetime(2019, 12, 20, 4, 43, 25, 903000), 1, 'http://dnl-03.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117640, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-06.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 4, 43, 33), datetime.datetime(2019, 12, 20, 4, 43, 35, 123000), 1, 'http://dnl-06.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117641, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-18.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 4, 47, 11), datetime.datetime(2019, 12, 20, 4, 47, 16, 440000), 1, 'http://dnl-18.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117642, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', '更新任务完成。 应用程序数据状态为最新', datetime.datetime(2019, 12, 20, 4, 47, 16), datetime.datetime(2019, 12, 20, 4, 47, 21, 667000), 4, None, 'task result', None, None, None, None, None, None, None, 1, 0)
(117644, 3, '安装更新', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', 'KES', '10.3.0.0', '10.3.3.275', '000000d4', '000000d4', '事件类型:     无法执行任务\r\n结果:     无法开始任务\r\n对象:     更新\r\n对象\\名称:     更新\r\n原因:     授权许可不支持组件\r\n用户:     KASPERSKY\\Administrator (活动用户)\r\n发布日期:     未知\r\n', datetime.datetime(2019, 12, 20, 4, 47, 30), datetime.datetime(2019, 12, 20, 4, 47, 35, 143000), None, None, None, None, None, None, None, None, None, None, 1, 0)
(117647, 3, '安装更新', 0, '受管理设备', 'cd74fa75-18b6-40be-9559-825400199bb3', 'KES', '10.3.0.0', '10.3.3.275', '000000d4', '000000d4', '事件类型:     无法执行任务\r\n结果:     无法开始任务\r\n对象:     更新\r\n对象\\名称:     更新\r\n原因:     授权许可不支持组件\r\n用户:     NT AUTHORITY\\SYSTEM (系统用户)\r\n发布日期:     未知\r\n', datetime.datetime(2019, 12, 20, 5, 9, 57), datetime.datetime(2019, 12, 20, 4, 56, 18, 73000), None, None, None, None, None, None, None, None, None, None, 3, 0)
(117649, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', '任务开始', datetime.datetime(2019, 12, 20, 5, 43, 18), datetime.datetime(2019, 12, 20, 5, 43, 20, 307000), 1, None, None, None, None, None, None, None, None, None, 1, 0)
(117650, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-15.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 5, 43, 18), datetime.datetime(2019, 12, 20, 5, 43, 20, 307000), 1, 'http://dnl-15.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117651, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-17.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 5, 43, 18), datetime.datetime(2019, 12, 20, 5, 43, 20, 320000), 1, 'http://dnl-17.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117652, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-04.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 5, 43, 22), datetime.datetime(2019, 12, 20, 5, 43, 24, 393000), 1, 'http://dnl-04.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117653, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-05.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 5, 43, 34), datetime.datetime(2019, 12, 20, 5, 43, 38, 837000), 1, 'http://dnl-05.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117654, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-19.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 5, 47, 11), datetime.datetime(2019, 12, 20, 5, 47, 15, 180000), 1, 'http://dnl-19.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117655, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', '更新任务完成。 应用程序数据状态为最新', datetime.datetime(2019, 12, 20, 5, 47, 16), datetime.datetime(2019, 12, 20, 5, 47, 20, 373000), 4, None, 'task result', None, None, None, None, None, None, None, 1, 0)
(117657, 3, '安装更新', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', 'KES', '10.3.0.0', '10.3.3.275', '000000d4', '000000d4', '事件类型:     无法执行任务\r\n结果:     无法开始任务\r\n对象:     更新\r\n对象\\名称:     更新\r\n原因:     授权许可不支持组件\r\n用户:     KASPERSKY\\Administrator (活动用户)\r\n发布日期:     未知\r\n', datetime.datetime(2019, 12, 20, 5, 47, 43), datetime.datetime(2019, 12, 20, 5, 47, 46, 270000), None, None, None, None, None, None, None, None, None, None, 1, 0)
(117660, 3, '安装更新', 0, '受管理设备', 'cd74fa75-18b6-40be-9559-825400199bb3', 'KES', '10.3.0.0', '10.3.3.275', '000000d4', '000000d4', '事件类型:     无法执行任务\r\n结果:     无法开始任务\r\n对象:     更新\r\n对象\\名称:     更新\r\n原因:     授权许可不支持组件\r\n用户:     NT AUTHORITY\\SYSTEM (系统用户)\r\n发布日期:     未知\r\n', datetime.datetime(2019, 12, 20, 6, 9, 57), datetime.datetime(2019, 12, 20, 5, 56, 16, 983000), None, None, None, None, None, None, None, None, None, None, 3, 0)
(117662, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', '任务开始', datetime.datetime(2019, 12, 20, 6, 43, 18), datetime.datetime(2019, 12, 20, 6, 43, 19, 230000), 1, None, None, None, None, None, None, None, None, None, 1, 0)
(117663, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-13.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 6, 43, 18), datetime.datetime(2019, 12, 20, 6, 43, 19, 230000), 1, 'http://dnl-13.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117664, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-15.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 6, 43, 18), datetime.datetime(2019, 12, 20, 6, 43, 19, 247000), 1, 'http://dnl-15.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117665, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-01.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 6, 43, 22), datetime.datetime(2019, 12, 20, 6, 43, 24, 363000), 1, 'http://dnl-01.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
(117666, 1, '将更新下载至存储库', 0, '受管理设备', 'e8c425d0-3939-46ba-aee5-15fb67b99302', '1093', '1.0.0.0', '10.4.343', 'KLPRCI_TaskState', 'KLPRCI_TaskState', "已选择更新源 'http://dnl-02.geo.kaspersky.com/' (KL)", datetime.datetime(2019, 12, 20, 6, 43, 33), datetime.datetime(2019, 12, 20, 6, 43, 34, 643000), 1, 'http://dnl-02.geo.kaspersky.com/', None, 'KL', None, None, None, None, None, None, 1, 0)
